# Conn_Pop2_Pop2, Conn_Pop2_Pop2_fail, Conn_Pop0_Pop2, Conn_Pop0_Pop2_fail
93,0,48,0
95,0,46,0
99,0,44,0
103,0,31,0
99,0,34,0
101,0,46,0
101,0,49,0
102,0,51,0
103,0,44,0
103,0,48,0
104,0,60,0
100,0,53,0
104,0,61,0
95,0,54,0
91,0,53,0
93,0,56,0
85,0,53,0
86,0,47,0
90,0,49,0
94,0,48,0
89,0,43,0
90,0,42,0
84,0,40,0
89,0,42,0
88,0,53,0
81,0,54,0
80,0,54,0
80,0,56,0
91,0,61,0
92,0,57,0
89,0,60,0
92,0,48,0
89,0,53,0
91,0,49,0
97,0,47,0
95,0,48,0
92,0,51,0
90,0,55,0
86,0,54,0
90,0,57,0
91,0,58,0
90,0,54,0
90,0,54,0
87,0,52,0
85,0,57,0
88,0,57,0
88,0,48,0
89,0,49,0
85,0,57,0
84,0,53,0
85,0,53,0
89,0,58,0
93,0,63,0
94,0,54,0
94,0,43,0
89,0,48,0
84,0,50,0
87,0,48,0
91,0,42,0
94,0,43,0
95,0,50,0
106,0,46,0
101,0,47,0
100,0,43,0
89,0,38,0
90,0,38,0
92,0,43,0
88,0,42,0
92,0,40,0
91,0,38,0
86,0,29,0
91,0,30,0
87,0,31,0
84,0,37,0
82,0,40,0
79,0,39,0
82,0,39,0
83,0,42,0
78,0,46,0
81,0,45,0
85,0,40,0
85,0,39,0
81,0,39,0
85,0,41,0
84,0,39,0
84,0,42,0
86,0,42,0
91,0,44,0
95,0,44,0
87,0,42,0
84,0,42,0
81,0,44,0
80,0,47,0
80,0,50,0
82,0,43,0
82,0,43,0
84,0,46,0
83,0,39,0
78,0,41,0
81,0,49,0
76,0,43,0
68,0,37,0
69,0,40,0
71,0,40,0
78,0,41,0
75,0,44,0
75,0,38,0
72,0,37,0
69,0,37,0
68,0,35,0
65,0,42,0
67,0,46,0
68,0,45,0
68,0,39,0
68,0,38,0
71,0,44,0
68,0,46,0
67,0,46,0
71,0,47,0
71,0,46,0
68,0,47,0
70,0,43,0
69,0,39,0
69,0,41,0
71,0,48,0
62,0,49,0
55,0,45,0
67,0,43,0
60,0,45,0
62,0,49,0
65,0,42,0
61,0,41,0
64,0,43,0
67,0,49,0
65,0,51,0
65,0,53,0
60,0,49,0
67,0,48,0
64,0,49,0
55,0,44,0
55,0,48,0
54,0,43,0
53,0,38,0
49,0,42,0
48,0,41,0
43,0,37,0
45,0,29,0
47,0,36,0
49,0,34,0
45,0,37,0
40,0,38,0
43,0,42,0
48,0,42,0
47,0,40,0
41,0,37,0
46,0,43,0
50,0,44,0
42,0,43,0
42,0,38,0
40,0,38,0
42,0,43,0
40,0,39,0
45,0,31,0
44,0,35,0
46,0,36,0
43,0,35,0
41,0,36,0
45,0,36,0
42,0,36,0
48,0,40,0
52,0,30,0
49,0,32,0
44,0,38,0
45,0,46,0
49,0,51,0
49,0,46,0
52,0,41,0
48,0,33,0
46,0,32,0
47,0,30,0
47,0,30,0
51,0,34,0
48,0,37,0
49,0,30,0
53,0,32,0
49,0,34,0
53,0,33,0
52,0,31,0
54,0,31,0
55,0,27,0
52,0,26,0
55,0,27,0
53,0,24,0
54,0,21,0
47,0,25,0
49,0,25,0
53,0,26,0
49,0,27,0
53,0,35,0
58,0,33,0
57,0,36,0
55,0,34,0
56,0,29,0
55,0,30,0
59,0,38,0
60,0,31,0
61,0,35,0
59,0,32,0
59,0,32,0
59,0,24,0
54,0,27,0
55,0,32,0
56,0,29,0
50,0,26,0
51,0,30,0
52,0,29,0
48,0,32,0
51,0,24,0
54,0,28,0
52,0,36,0
49,0,27,0
46,0,28,0
47,0,34,0
48,0,45,0
46,0,36,0
46,0,28,0
45,0,32,0
44,0,31,0
44,0,34,0
44,0,31,0
40,0,35,0
36,0,30,0
35,0,30,0
44,0,34,0
44,0,34,0
43,0,31,0
45,0,30,0
43,0,32,0
41,0,33,0
42,0,29,0
41,0,32,0
40,0,40,0
42,0,35,0
38,0,40,0
37,0,43,0
40,0,42,0
38,0,30,0
34,0,27,0
34,0,29,0
36,0,32,0
36,0,33,0
40,0,37,0
40,0,35,0
39,0,39,0
40,0,45,0
39,0,38,0
43,0,38,0
41,0,35,0
39,0,31,0
41,0,30,0
46,0,32,0
40,0,29,0
36,0,28,0
33,0,27,0
32,0,23,0
33,0,28,0
28,0,30,0
30,0,26,0
30,0,27,0
31,0,28,0
30,0,32,0
28,0,31,0
29,0,27,0
31,0,31,0
34,0,34,0
32,0,29,0
37,0,28,0
31,0,26,0
27,0,29,0
26,0,37,0
25,0,35,0
27,0,34,0
28,0,36,0
33,0,30,0
38,0,35,0
37,0,24,0
35,0,25,0
35,0,29,0
32,0,29,0
33,0,28,0
35,0,27,0
37,0,23,0
39,0,24,0
37,0,22,0
38,0,25,0
35,0,24,0
37,0,20,0
37,0,21,0
37,0,30,0
41,0,29,0
40,0,27,0
35,0,32,0
34,0,33,0
39,0,30,0
40,0,27,0
39,0,31,0
32,0,29,0
30,0,28,0
27,0,28,0
29,0,29,0
31,0,20,0
30,0,23,0
30,0,24,0
31,0,22,0
33,0,25,0
32,0,22,0
30,0,23,0
29,0,28,0
28,0,30,0
35,0,22,0
36,0,17,0
34,0,18,0
36,0,19,0
34,0,20,0
35,0,24,0
35,0,28,0
33,0,25,0
36,0,24,0
37,0,19,0
37,0,20,0
34,0,24,0
31,0,25,0
30,0,27,0
29,0,24,0
27,0,25,0
32,0,27,0
28,0,26,0
29,0,29,0
30,0,28,0
33,0,28,0
28,0,31,0
31,0,28,0
28,0,27,0
27,0,28,0
26,0,31,0
24,0,32,0
25,0,33,0
23,0,31,0
25,0,32,0
26,0,35,0
23,0,34,0
25,0,26,0
27,0,27,0
30,0,28,0
31,0,29,0
33,0,33,0
34,0,32,0
37,0,31,0
40,0,32,0
41,0,30,0
38,0,30,0
33,0,24,0
32,0,25,0
33,0,24,0
32,0,25,0
31,0,25,0
31,0,27,0
29,0,30,0
27,0,33,0
29,0,32,0
30,0,31,0
32,0,29,0
32,0,24,0
31,0,25,0
31,0,32,0
29,0,31,0
30,0,27,0
33,0,30,0
32,0,31,0
30,0,35,0
24,0,42,0
24,0,41,0
26,0,41,0
27,0,40,0
29,0,34,0
28,0,35,0
29,0,35,0
31,0,38,0
28,0,30,0
27,0,33,0
27,0,31,0
26,0,35,0
25,0,38,0
29,0,33,0
27,0,26,0
28,0,27,0
24,0,27,0
20,0,24,0
23,0,24,0
22,0,24,0
19,0,23,0
23,0,22,0
27,0,23,0
27,0,21,0
26,0,20,0
27,0,24,0
